ID,Text,Sentiment,Date_UTC,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Normalized
307,"Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion.",Overwhelmed,25/06/2021 18:00,AtlasBearer,Instagram,#Overwhelmed #BouldersOfExhaustion,22,44,Canada,2021,6,25,17,Fear/Anxiety
308,"Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success.",Jealous,30/08/2019 10:00,GreenMonster,Facebook,#Jealous #GreenEyedMonster,16,32,USA,2019,8,30,10,Jealousy/Envy
309,"Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises.",Devastated,03/08/2022 15:00,StormSurvivor,Twitter,#Devastated #WindsOfBrokenPromises,25,50,Australia,2022,8,3,15,Sadness
310,"Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations.",Frustrated,17/12/2020 9:00,PuzzleComposer,Instagram,#Frustrated #UnsolvablePuzzle,12,24,India,2020,12,17,9,Frustration
311,"Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach.",Envious,28/02/2021 23:00,GildedHeartache,Facebook,#Envious #GildedPrize,20,40,USA,2021,2,28,22,Jealousy/Envy
312,"Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition.",Dismissive,10/05/2018 14:00,IndifferentFort,Twitter,#Dismissive #ImpenetrableWalls,14,28,UK,2018,5,10,14,Neutral
313,"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,07/01/2022 11:00,DreamMosaic,Instagram,#Frustrated #MosaicOfDisappointment,15,30,Canada,2022,1,7,11,Frustration
314,"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",Loneliness,19/09/2019 3:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18,36,Australia,2019,9,19,3,Loneliness
315,"Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune.",Fearful,14/07/2023 23:00,DarkWhispers,Twitter,#Fearful #SpecterOfTheUnknown,13,26,UK,2023,7,14,23,Fear/Anxiety
316,"Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time.",Bitterness,05/04/2020 16:00,LingeringTaste,Instagram,#Bitterness #BitterAftertaste,10,20,India,2020,4,5,16,Resentment
317,"Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat.",Overwhelmed,29/11/2021 9:00,TempestSurvivor,Facebook,#Overwhelmed #DrowningSoul,20,40,USA,2021,11,29,8,Fear/Anxiety
318,"Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent.",Jealous,12/12/2019 17:00,VenomousHeart,Twitter,#Jealous #HeartOfDiscontent,16,32,Australia,2019,12,12,17,Jealousy/Envy
319,"Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake.",Devastated,20/05/2022 15:00,FragileTrust,Instagram,#Devastated #ShatteredTrust,25,50,Canada,2022,5,20,14,Sadness
320,"Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand.",Frustrated,03/09/2020 12:00,BrokenThreads,Facebook,#Frustrated #SlippingThreads,14,28,UK,2020,9,3,12,Frustration
321,"Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights.",Envious,10/02/2021 20:00,SuccessPill,Twitter,#Envious #BitterPill,20,40,USA,2021,2,10,19,Jealousy/Envy
322,"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,18/08/2018 15:00,CurtainShield,Instagram,#Dismissive #IndifferencePerformance,12,24,Australia,2018,8,18,14,Neutral
323,"Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness.",Despair,28/02/2022 21:00,FoggyLabyrinth,Facebook,#Despair #LabyrinthOfHopelessness,8,16,Canada,2022,2,28,21,Sadness
324,"Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory.",Bitterness,15/10/2019 11:00,IcyResentment,Twitter,#Bitterness #IciclesOfResentment,15,30,UK,2019,10,15,10,Resentment
325,"Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces.",Loneliness,01/12/2017 19:00,SolitaryMoon,Instagram,#Loneliness #StarlessSky,18,36,USA,2017,12,1,18,Loneliness
326,"Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon.",Yearning,18/04/2020 16:00,VanishedSunset,Facebook,#Yearning #HuesOfSunset,10,20,Australia,2020,4,18,16,Reflective
327,"Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.",Fearful,07/01/2023 3:00,NightPrisoner,Twitter,#Fearful #LurkingMonsters,18,36,India,2023,1,7,3,Fear/Anxiety
328,"Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",Apprehensive,10/06/2021 10:00,WindWhisperer,Instagram,#Apprehensive #StormOfDoubt,14,28,Canada,2021,6,10,10,Fear/Anxiety
329,"Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.",Overwhelmed,22/02/2020 15:00,MazeExplorer,Facebook,#Overwhelmed #MinotaurOfPressure,22,44,USA,2020,2,22,15,Fear/Anxiety
330,"Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",Jealous,17/03/2018 15:00,WoundedGarden,Twitter,#Jealous #BloomingAchievements,16,32,UK,2018,3,17,14,Jealousy/Envy
331,"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",Devastated,28/10/2022 11:00,RuinedHeart,Instagram,#Devastated #EchoesOfShatteredDreams,25,50,Australia,2022,10,28,11,Sadness
332,"Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",Frustrated,01/11/2020 12:00,KnotUntangler,Facebook,#Frustrated #LabyrinthOfMiscommunication,14,28,India,2020,11,1,12,Frustration
333,"Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.",Envious,15/01/2021 22:00,ElusiveKeys,Twitter,#Envious #DesireForKeys,20,40,USA,2021,1,15,22,Jealousy/Envy
334,"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,18/08/2018 14:00,IndifferentFort,Instagram,#Dismissive #IndifferencePerformance,12,24,Australia,2018,8,18,14,Neutral
335,"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,07/01/2022 11:00,DreamMosaic,Twitter,#Frustrated #MosaicOfDisappointment,15,30,Canada,2022,1,7,11,Frustration
336,"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",Loneliness,19/09/2019 3:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18,36,Australia,2019,9,19,3,Loneliness
337,Awe-struck by the breathtaking sunrise over the mountains.,Awe,03/04/2022 6:00,NatureAdmirer,Instagram,#Awe #BreathtakingSunrise,28,55,USA,2022,4,3,6,Curiosity/Awe
338,Navigating through the challenges with determination.,Determination,12/10/2023 11:00,GoalPursuer,Twitter,#Determination #Challenges,15,30,Canada,2023,10,12,10,Accomplishment
339,Nostalgia hits while flipping through an old photo album.,Nostalgia,28/06/2019 19:00,MemoryLane,Facebook,#Nostalgia #OldMemories,22,45,UK,2019,6,28,19,Reflective
340,Thrilled to witness the grandeur of a cultural festival.,Thrill,15/09/2020 15:00,CultureEnthusiast,Instagram,#Thrill #CulturalCelebration,40,80,India,2020,9,15,14,Happiness
341,Calmness found in the rhythm of raindrops on the windowpane.,Calmness,08/11/2017 21:00,RainWatcher,Twitter,#Calmness #RainyDays,18,35,Australia,2017,11,8,21,Contentment
342,Overwhelmed by the support received during a personal challenge.,Overwhelmed,20/05/2021 18:00,PersonalJourney,Facebook,#Overwhelmed #SupportiveCommunity,25,50,USA,2021,5,20,17,Fear/Anxiety
343,Excitement builds as the countdown to a long-awaited vacation begins.,Excitement,10/01/2023 12:00,VacationDreamer,Instagram,#Excitement #VacationCountdown,30,60,France,2023,1,10,12,Excitement
344,"Reflecting on life's journey, grateful for the lessons learned.",Gratitude,05/12/2018 9:00,LifeLearner,Twitter,#Gratitude #LifeLessons,35,70,Brazil,2018,12,5,8,Gratitude
345,Bittersweet emotions arise while bidding farewell to a dear friend.,Bittersweet,15/03/2020 18:00,FarewellSender,Instagram,#Bittersweet #Farewell,20,40,Japan,2020,3,15,18,Reflective
346,Curiosity sparked by exploring a mysterious ancient ruin.,Curiosity,22/08/2016 15:00,HistoryExplorer,Facebook,#Curiosity #AncientDiscovery,18,35,Greece,2016,8,22,15,Curiosity/Awe
347,Admiration for the intricate details of a handcrafted masterpiece.,Admiration,20/08/2019 16:00,CraftEnthusiast,Instagram,#Admiration #HandcraftedArt,25,50,USA,2019,8,20,16,Curiosity/Awe
348,Overjoyed by the warmth of a cozy fireplace on a winter evening.,Overjoyed,08/12/2021 20:00,WinterLover,Twitter,#Overjoyed #WinterWarmth,18,35,Canada,2021,12,8,19,Joy
349,Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,10/06/2020 21:00,SunsetWatcher,Instagram,#Inspiration #ColorfulSunset,30,60,UK,2020,6,10,20,Empowerment
350,Motivated to achieve fitness goals after an invigorating workout.,Motivation,28/02/2022 7:00,FitnessJunkie,Facebook,#Motivation #FitnessGoals,40,80,Australia,2022,2,28,7,Empowerment
351,Gratitude for the simple joys found in a cup of morning coffee.,Gratitude,15/04/2017 8:00,CoffeeLover,Twitter,#Gratitude #MorningCoffee,22,45,India,2017,4,15,8,Gratitude
352,Feeling empowered after conquering a challenging hiking trail.,Empowerment,05/09/2018 14:00,HikingExplorer,Instagram,#Empowerment #HikingAdventure,35,70,USA,2018,9,5,14,Empowerment
353,Amused by the antics of playful kittens during playtime.,Amusement,22/10/2022 13:00,KittyObserver,Facebook,#Amusement #PlayfulKittens,15,30,Canada,2022,10,22,12,Amusement
354,Contemplating life's mysteries under the starry night sky.,Contemplation,42554,Stargazer,Twitter,#Contemplation #StarryNight,28,55,UK,2016,7,2,23,Reflective
355,Joyful reunion with long-lost friends after years of separation.,JoyfulReunion,18/11/2020 17:00,FriendshipRenewal,Instagram,#JoyfulReunion #Friendship,20,40,India,2020,11,18,17,Happiness
356,Excitement builds while preparing for a surprise celebration.,Excitement,05/03/2023 15:00,CelebrationPlanner,Facebook,#Excitement #SurpriseCelebration,30,60,Australia,2023,3,5,15,Excitement
357,Satisfaction derived from successfully completing a DIY project.,Satisfaction,01/12/2015 12:00,DIYEnthusiast,Twitter,#Satisfaction #DIYProject,25,50,USA,2015,12,1,11,Contentment
358,Feeling blessed for the supportive community in times of need.,Blessed,10/09/2021 10:00,CommunityHelper,Instagram,#Blessed #SupportiveCommunity,18,35,UK,2021,9,10,9,Gratitude
359,Captivated by the serenity of a tranquil garden in full bloom.,Serenity,12/05/2018 14:00,GardenEnthusiast,Facebook,#Serenity #TranquilGarden,22,45,Canada,2018,5,12,14,Contentment
360,Anticipation for an upcoming adventure in an exotic destination.,Anticipation,25/07/2022 10:00,Wanderlust,Twitter,#Anticipation #AdventureAwaits,40,80,India,2022,7,25,10,Anticipation
361,Reflecting on personal growth achieved through life experiences.,Reflection,08/03/2019 18:00,GrowthSeeker,Instagram,#Reflection #PersonalGrowth,35,70,USA,2019,3,8,18,Reflective
362,Nostalgic memories flood in while revisiting childhood favorites.,Nostalgia,28/01/2017 21:00,ChildhoodMemories,Facebook,#Nostalgia #ChildhoodFavorites,20,40,Australia,2017,1,28,21,Reflective
363,Appreciation for the vibrant culture experienced during travel.,Appreciation,14/11/2016 14:00,CultureExplorer,Twitter,#Appreciation #CulturalExperience,28,55,UK,2016,11,14,13,Gratitude
364,Confidence soars after overcoming public speaking anxiety.,Confidence,02/04/2020 18:00,PublicSpeaker,Instagram,#Confidence #OvercomingAnxiety,15,30,USA,2020,4,2,17,Empowerment
365,Contentment in the midst of a family gathering filled with laughter.,Contentment,15/01/2023 19:00,FamilyCelebration,Facebook,#Contentment #FamilyLaughter,25,50,Canada,2023,1,15,19,Contentment
366,Enthusiasm for learning new skills and expanding knowledge.,Enthusiasm,07/08/2018 12:00,LifelongLearner,Twitter,#Enthusiasm #SkillBuilding,30,60,India,2018,8,7,12,Excitement
367,Surprise and delight at discovering a hidden gem in the city.,Surprise,18/10/2019 17:00,CityExplorer,Instagram,#Surprise #HiddenGem,18,35,UK,2019,10,18,16,Surprise
368,A sense of accomplishment after completing a challenging workout.,Accomplishment,30/06/2022 7:00,FitnessAchiever,Facebook,#Accomplishment #FitnessSuccess,22,45,Australia,2022,6,30,7,Accomplishment
369,Wonderment at the beauty of a double rainbow after the rain.,Wonderment,12/06/2017 18:00,RainbowChaser,Twitter,#Wonderment #DoubleRainbow,35,70,USA,2017,6,12,18,Curiosity/Awe
370,Optimism for a bright future amidst challenging times.,Optimism,05/07/2021 9:00,FutureOptimist,Instagram,#Optimism #BrightFuture,20,40,Canada,2021,7,5,9,Hope
371,Pride in achieving a personal milestone in career progression.,Pride,15/04/2016 15:00,CareerAchiever,Facebook,#Pride #CareerMilestone,28,55,UK,2016,4,15,14,Pride
372,Happiness blooms like flowers in a garden on a sunny day.,Happiness,10/02/2020 11:00,SunnyDayEnthusiast,Twitter,#Happiness #SunnyDay,15,30,India,2020,2,10,11,Happiness
373,Elation over discovering a rare book in a quaint bookstore.,Elation,22/09/2018 17:00,Bookworm,Instagram,#Elation #RareBookDiscovery,40,80,USA,2018,9,22,16,Happiness
374,Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,08/11/2015 10:00,ArchaeologyEnthusiast,Facebook,#Curiosity #AncientMysteries,18,35,Australia,2015,11,8,10,Curiosity/Awe
375,Mesmerized by the cosmic dance of fireflies on a moonlit night.,Enchantment,10/08/2022 22:00,NightSkyObserver,Instagram,#Enchantment #CosmicFireflies,25,50,Brazil,2022,8,10,22,Curiosity/Awe
376,Intrigued by the symphony of colors in an abstract art exhibition.,Intrigue,05/04/2019 18:00,ArtConnoisseur,Twitter,#Intrigue #AbstractArt,18,35,France,2019,4,5,17,Curiosity/Awe
377,Giggles and joy echo in the air during a children's playdate.,PlayfulJoy,15/12/2020 16:00,PlayfulParent,Facebook,#PlayfulJoy #ChildrensPlaydate,22,45,Japan,2020,12,15,15,Joy
378,Enveloped in serenity while practicing mindfulness by the lake.,Mindfulness,20/10/2017 8:00,ZenSeeker,Instagram,#Mindfulness #LakeTranquility,35,70,Canada,2017,10,20,8,Contentment
379,Chasing dreams like a kite soaring high in the vast open sky.,DreamChaser,28/02/2021 13:00,SkyDreamer,Twitter,#DreamChaser #SkyHighDreams,30,60,Australia,2021,2,28,13,Empowerment
380,Spellbound by the elegance of a ballroom dance under crystal chandeliers.,Elegance,12/06/2018 21:00,DanceEnthusiast,Facebook,#Elegance #BallroomDance,28,55,UK,2018,6,12,20,Positive
381,Whimsical delight in a world of fairy tales and magical creatures.,Whimsy,08/03/2016 14:00,FairyTaleExplorer,Instagram,#Whimsy #MagicalWorld,20,40,USA,2016,3,8,14,Amusement
382,Pensive contemplation amid the ancient ruins of a forgotten civilization.,Pensive,18/04/2023 17:00,RuinsExplorer,Twitter,#Pensive #AncientCivilization,18,35,Greece,2023,4,18,17,Reflective
383,Embracing the thrill of speed on a rollercoaster's exhilarating twists.,Thrill,25/07/2020 13:00,RollercoasterFan,Facebook,#Thrill #RollercoasterAdventure,22,45,Germany,2020,7,25,12,Happiness
384,Harmony resonates as musicians play a melody of unity and togetherness.,Harmony,30/11/2019 20:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35,70,Sweden,2019,11,30,19,Contentment
385,A burst of creativity in the quiet solitude of an artist's studio.,Creativity,01/09/2015 16:00,StudioArtist,Twitter,#Creativity #ArtistsHaven,15,30,Italy,2015,9,1,16,Creativity
386,Radiant joy akin to blooming flowers on a sun-kissed spring morning.,Radiance,05/05/2022 10:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25,50,Netherlands,2022,5,5,10,Empowerment
387,A sense of wonder at the vastness of the cosmos on a stargazing night.,Wonder,08/07/2018 23:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40,80,South Africa,2018,7,8,23,Curiosity/Awe
388,Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,20/09/2021 15:00,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18,35,Spain,2021,9,20,14,Contentment
389,Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,15/11/2016 12:00,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28,55,Portugal,2016,11,15,11,Empowerment
390,Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,12/01/2020 18:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30,60,Switzerland,2020,1,12,18,Contentment
391,Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,28/12/2017 19:00,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22,45,Austria,2017,12,28,19,Gratitude
392,"Embarking on a culinary adventure, savoring exotic flavors around the world.",Adventure,02/03/2019 20:00,CulinaryExplorer,Twitter,#Adventure #CulinaryJourney,35,70,Belgium,2019,3,2,20,Adventure
393,Euphoria floods in as the final puzzle piece clicks into place.,Euphoria,08/06/2022 15:00,PuzzleSolver,Instagram,#Euphoria #PuzzleCompletion,20,40,Denmark,2022,6,8,15,Happiness
394,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,Awe,18/08/2018 15:00,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18,35,Czech Republic,2018,8,18,14,Curiosity/Awe
395,Captivated by the ethereal beauty of a field filled with fireflies.,Enchantment,10/08/2022 22:00,NightSkyObserver,Instagram,#Enchantment #FireflyField,25,50,Brazil,2022,8,10,22,Curiosity/Awe
396,Immersed in the enchanting melodies of a street musician's violin.,Melodic,05/04/2019 18:00,MusicLover,Twitter,#Melodic #StreetMusic,18,35,France,2019,4,5,17,Creativity
397,Joyful laughter resonates through a lively summer carnival.,FestiveJoy,15/12/2020 16:00,CarnivalGoer,Facebook,#FestiveJoy #SummerCarnival,22,45,Japan,2020,12,15,15,Happiness
398,Exploring the universe within during a mindful meditation session.,InnerJourney,20/10/2017 8:00,MindfulExplorer,Instagram,#InnerJourney #MeditationBliss,35,70,Canada,2017,10,20,8,Reflective
399,Soaring like a free spirit on the winds of a coastal cliff.,Freedom,28/02/2021 13:00,CoastalExplorer,Twitter,#Freedom #CoastalAdventure,30,60,Australia,2021,2,28,13,Empowerment
400,Dazzled by the elegance of a masquerade ball's dazzling costumes.,Dazzle,12/06/2018 21:00,MasqueradeAttendee,Facebook,#Dazzle #MasqueradeElegance,28,55,UK,2018,6,12,20,Curiosity/Awe
401,Whimsical delight in a world of whimsical fairy tales.,Whimsy,08/03/2016 14:00,FairyTaleAdventurer,Instagram,#Whimsy #FairyTaleMagic,20,40,USA,2016,3,8,14,Amusement
402,Reflective contemplation amid the ruins of a forgotten era.,Reflection,18/04/2023 17:00,RuinsExplorer,Twitter,#Reflection #ForgottenEra,18,35,Greece,2023,4,18,17,Reflective
403,Riding the adrenaline rush on a rollercoaster's wild twists.,Adrenaline,25/07/2020 13:00,ThrillSeeker,Facebook,#Adrenaline #RollercoasterThrills,22,45,Germany,2020,7,25,12,Excitement
404,Harmony resonates as musicians play a symphony of unity.,Harmony,30/11/2019 20:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35,70,Sweden,2019,11,30,19,Contentment
405,A burst of artistic creativity in the quietude of an artist's studio.,ArtisticBurst,01/09/2015 16:00,StudioArtist,Twitter,#ArtisticBurst #StudioCreativity,15,30,Italy,2015,9,1,16,Creativity
406,Radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,05/05/2022 10:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25,50,Netherlands,2022,5,5,10,Empowerment
407,Awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,08/07/2018 23:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40,80,South Africa,2018,7,8,23,Curiosity/Awe
408,Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,20/09/2021 15:00,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18,35,Spain,2021,9,20,14,Contentment
409,Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,15/11/2016 12:00,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28,55,Portugal,2016,11,15,11,Empowerment
410,Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,12/01/2020 18:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30,60,Switzerland,2020,1,12,18,Contentment
411,Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,28/12/2017 19:00,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22,45,Austria,2017,12,28,19,Gratitude
412,"Embarking on a culinary odyssey, savoring flavors around the world.",CulinaryOdyssey,02/03/2019 20:00,CulinaryExplorer,Twitter,#CulinaryOdyssey #FlavorsAroundTheWorld,35,70,Belgium,2019,3,2,20,Adventure
413,Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,08/06/2022 15:00,PuzzleSolver,Instagram,#Euphoria #PerfectPuzzle,20,40,Denmark,2022,6,8,15,Happiness
414,Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Awe,18/08/2018 15:00,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18,35,Czech Republic,2018,8,18,14,Curiosity/Awe
415,Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,08/11/2015 10:00,ArchaeologyEnthusiast,Instagram,#Curiosity #AncientMysteries,18,35,Australia,2015,11,8,10,Curiosity/Awe
416,Giddy with excitement as the first snowflakes dance from the sky.,Excitement,02/12/2020 18:00,SnowfallEnthusiast,Twitter,#Excitement #SnowfallMagic,22,45,Canada,2020,12,2,17,Excitement
417,Contentment envelops as the aroma of freshly baked bread fills the air.,Contentment,10/06/2017 12:00,BreadLover,Instagram,#Contentment #FreshBreadAroma,28,55,France,2017,6,10,12,Contentment
418,Inspired by the resilience of a lone tree standing tall in a storm.,Resilience,15/04/2021 14:00,NatureResilient,Facebook,#Resilience #StandingTall,35,70,USA,2021,4,15,14,Accomplishment
419,"Lost in the pages of a captivating novel, transported to another world.",Immersion,28/09/2019 20:00,Bookworm,Twitter,#Immersion #CaptivatingNovel,20,40,UK,2019,9,28,19,Curiosity/Awe
420,Drenched in nostalgia while flipping through an old family photo album.,Nostalgia,05/12/2016 21:00,FamilyHistorian,Instagram,#Nostalgia #FamilyPhotoAlbum,25,50,India,2016,12,5,21,Reflective
421,Spark of inspiration ignites like a shooting star in the night sky.,Spark,43142,NightSkyWatcher,Facebook,#Spark #InspirationIgnited,30,60,Australia,2018,2,10,23,Empowerment
422,Imbued with gratitude for the simple pleasure of a warm cup of tea.,Gratitude,15/02/2023 9:00,TeaEnthusiast,Twitter,#Gratitude #WarmTea,18,35,Japan,2023,2,15,8,Gratitude
423,Marveling at the kaleidoscope of colors in a vibrant street market.,Marvel,22/08/2015 15:00,MarketExplorer,Instagram,#Marvel #ColorfulStreetMarket,22,45,Brazil,2015,8,22,15,Curiosity/Awe
424,Awash with serenity as the sun sets over a tranquil lakeside retreat.,Serenity,20/11/2020 19:00,LakesideRetreater,Facebook,#Serenity #TranquilSunset,28,55,Germany,2020,11,20,18,Contentment
425,Drowning in sorrow as memories of lost love resurface.,Heartbreak,05/08/2019 21:00,LostInLove,Instagram,#Heartbreak #LostLove,15,30,USA,2019,8,5,21,Sadness
426,Numbness sets in as the weight of loneliness grows heavier.,Loneliness,12/02/2021 17:00,SolitudeSeeker,Twitter,#Loneliness #HeavyHeart,18,35,Canada,2021,2,12,16,Loneliness
427,"Tears fall like raindrops, mourning the end of a cherished friendship.",Grief,28/11/2020 14:00,FriendshipsEnd,Facebook,#Grief #LostFriendship,22,45,UK,2020,11,28,14,Sadness
428,"Despair clouds the mind, feeling adrift in an endless sea of darkness.",Despair,15/05/2016 23:00,LostInDarkness,Instagram,#Despair #EndlessDarkness,28,55,Australia,2016,5,15,22,Sadness
429,"Shattered by betrayal, trust crumbles like fragile glass.",Betrayal,10/09/2018 13:00,BrokenTrust,Twitter,#Betrayal #ShatteredTrust,22,45,Germany,2018,9,10,13,Resentment
430,"Aching heart, the symphony of pain plays in the silence of solitude.",Suffering,20/03/2022 20:00,SilentSufferer,Facebook,#Suffering #HeartacheSymphony,25,50,Brazil,2022,3,20,19,Suffering
431,"Emotional storm, a whirlwind of sadness engulfs every thought.",EmotionalStorm,18/07/2017 18:00,StormyFeelings,Instagram,#EmotionalStorm #SadnessWhirlwind,30,60,India,2017,7,18,17,Sadness
432,"Haunted by regrets, the ghost of the past lingers relentlessly.",Regret,15/12/2018 10:00,LingeringGhost,Twitter,#Regret #HauntedPast,18,35,France,2018,12,15,10,Regret
433,"Torn apart by grief, the echoes of loss reverberate through the soul.",Grief,28/06/2015 21:00,EchoesOfLoss,Facebook,#Grief #TornApart,28,55,Italy,2015,6,28,21,Sadness
434,"Isolation deepens, an emotional winter where warmth is but a distant memory.",Isolation,02/04/2020 14:00,WinterOfEmotions,Instagram,#Isolation #EmotionalWinter,35,70,Japan,2020,4,2,14,Loneliness
435,"Soul-crushing disappointment, hopes shattered like fragile glass.",Disappointment,08/10/2019 18:00,ShatteredHopes,Twitter,#Disappointment #CrushedHopes,20,40,Spain,2019,10,8,18,Disappointment
436,"Painful echoes of a love once cherished, now lost in the abyss of time.",LostLove,22/11/2016 10:00,AbyssOfTime,Facebook,#LostLove #PainfulEchoes,22,45,Netherlands,2016,11,22,9,Sadness
437,"Heartache deepens, a solitary journey through the abyss of despair.",Despair,18/08/2022 22:00,SolitaryDescent,Instagram,#Despair #AbyssOfHeartache,40,80,South Africa,2022,8,18,22,Sadness
438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude.",Melancholy,42807,SerenadeOfSolitude,Twitter,#Melancholy #QuietSerenade,18,35,UK,2017,3,12,23,Reflective
439,"Bitterness like a poison, seeping into every crevice of the wounded heart.",Bitterness,15/12/2015 16:00,PoisonedHeart,Facebook,#Bitterness #WoundedHeart,25,50,Australia,2015,12,15,16,Resentment
440,"Emotional exhaustion, the weight of the world crushing weary shoulders.",Exhaustion,05/09/2021 14:00,WearySoulCrushed,Instagram,#Exhaustion #CrushedSpirit,35,70,Canada,2021,9,5,13,Suffering
441,"Sorrowful echoes, a symphony of pain played by the strings of loss.",Sorrow,22/05/2018 21:00,StringsOfSorrow,Twitter,#Sorrow #SymphonyOfLoss,18,35,Germany,2018,5,22,20,Sadness
442,"Darkness descends, engulfing the soul in the shadows of despair.",Darkness,10/07/2016 18:00,SoulInShadow,Facebook,#Darkness #SoulEngulfed,28,55,USA,2016,7,10,18,Sadness
443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss.",Desperation,30/04/2019 14:00,WhisperedDespair,Instagram,#Desperation #GlimmerOfHope,22,45,France,2019,4,30,14,Suffering
444,"Heart in ruins, the remnants of shattered dreams scattered in the wind.",Ruins,08/01/2022 12:00,DreamsInWind,Twitter,#Ruins #ShatteredDreams,20,40,Brazil,2022,1,8,11,Sadness
